id,time,activity,appCat.values,call,circumplex.values,mood,screen,sms
AS14.02,2014-03-30,0.24188732,19.556337,1.0,-0.125,7.0,34.84108,1.0
AS14.02,2014-03-31,0.15637292,23.357254,1.0,-0.2,7.2,29.110647,1.0
AS14.02,2014-04-01,0.26196054,22.227757,1.0,0.3,7.4,20.231522,1.0
AS14.02,2014-04-02,0.31912056,22.7669,1.0,-0.4,6.4,38.0322,1.0
AS14.02,2014-04-03,0.32250583,18.29834,1.0,-0.125,5.75,36.440105,0.0
AS14.02,2014-04-04,0.22727035,23.509462,1.0,-0.5,6.4,24.194504,0.0
AS14.02,2014-04-05,0.3219197,17.288122,1.0,0.3,7.4,69.14246,1.0
AS14.02,2014-04-06,0.21520951,20.008732,1.0,-1.125,4.5,41.47691,0.0
AS14.02,2014-04-07,0.13652374,35.510418,1.0,0.3,6.8,40.55113,1.0
AS14.02,2014-04-08,0.26195103,16.11241,1.0,0.125,6.25,25.025473,1.0
AS14.02,2014-04-09,0.24720985,16.78245,1.0,-0.125,7.25,35.76041,1.0
AS14.02,2014-04-10,0.2607506,19.933752,1.0,0.5,7.25,47.540844,1.0
AS14.02,2014-04-11,0.42448142,16.606464,1.0,0.0,6.5,28.762526,1.0
AS14.02,2014-04-12,0.37830174,17.248062,1.0,-1.5,6.0,26.706709,1.0
AS14.02,2014-04-13,0.2898201,14.185682,1.0,-0.1,7.2,20.912222,1.0
AS14.02,2014-04-14,0.18707405,16.239933,1.0,0.875,8.0,28.885864,1.0
AS14.02,2014-04-15,0.17362888,19.6409,1.0,0.0,7.25,38.96039,1.0
AS14.02,2014-04-16,0.35327634,12.5133,1.0,0.0,6.6666665,27.321,1.0
AS14.02,2014-04-17,0.47008547,9.902,1.0,0.125,6.5,13.745,1.0
AS14.02,2014-04-18,0.095499195,30.492907,1.0,0.0,6.5,69.94879,1.0
AS14.02,2014-04-19,0.5,20.60775,1.0,-0.5,5.6666665,93.661,1.0
AS14.02,2014-04-20,0.26101854,21.46352,1.0,-0.33333334,5.0,30.698982,1.0
AS14.02,2014-04-21,0.36993456,32.760094,1.0,-0.5,5.5,43.390995,1.0
AS14.02,2014-04-22,0.075,35.629,1.0,-0.8333333,5.6666665,6.54,1.0
AS14.02,2014-04-23,0.14285715,61.998882,1.0,0.25,5.5,125.19712,1.0
AS14.02,2014-04-24,0.03448276,10.77438,0.0,-0.5,7.0,26.786894,0.0
AS14.02,2014-04-25,0.2408506,37.445522,1.0,0.0,9.0,67.25035,0.0
AS14.03,2014-02-17,0.2621849,39.82151,0.0,-0.5,6.6,34.709583,1.0
AS14.03,2014-02-18,0.15710177,61.449257,1.0,-0.2,7.4,95.93215,0.0
AS14.03,2014-02-19,0.27103525,32.88863,1.0,-0.25,5.75,52.42675,1.0
AS14.03,2014-02-20,0.43857336,14.5558,1.0,0.1,7.4,24.214647,1.0
AS14.03,2014-02-21,0.4378101,22.090471,1.0,1.0,7.6666665,154.6344,1.0
AS14.03,2014-02-22,0.44056883,27.916468,1.0,0.5,7.75,59.48043,1.0
AS14.03,2014-02-23,0.16949476,35.088295,1.0,-0.1,8.8,80.2103,0.0
AS14.03,2014-02-24,0.26493466,43.54637,1.0,0.5,8.0,93.20017,0.0
AS14.03,2014-02-26,0.29876843,40.699703,0.0,-0.33333334,8.166667,94.86106,1.0
AS14.03,2014-02-27,0.32500288,31.067703,1.0,0.0,8.5,56.071156,1.0
AS14.03,2014-02-28,0.2936714,32.6486,1.0,-0.083333336,7.8333335,52.604385,0.0
AS14.03,2014-03-01,0.14677763,33.448956,1.0,0.5,8.333333,57.003735,1.0
AS14.03,2014-03-02,0.22384323,38.568356,1.0,-0.3,8.0,69.207634,0.0
AS14.03,2014-03-03,0.0,5.557,1.0,0.125,7.25,4.6271334,1.0
AS14.03,2014-03-05,0.0,0.0,1.0,0.0,8.0,0.0,1.0
AS14.03,2014-03-07,0.0,0.0,1.0,0.0,0.0,0.0,1.0
AS14.03,2014-03-08,0.0,0.0,1.0,0.0,0.0,0.0,1.0
AS14.03,2014-03-09,0.0,0.0,1.0,0.0,0.0,0.0,1.0
AS14.03,2014-03-10,0.0,0.0,1.0,0.0,0.0,0.0,1.0
AS14.03,2014-03-11,0.0,0.0,1.0,0.0,0.0,0.0,1.0
AS14.03,2014-03-13,0.0,0.0,1.0,0.0,0.0,0.0,1.0
AS14.03,2014-03-14,0.0,0.0,1.0,0.0,0.0,0.0,1.0
AS14.03,2014-03-15,0.0,0.0,1.0,0.0,0.0,0.0,1.0
AS14.03,2014-03-16,0.0,0.0,1.0,0.0,0.0,0.0,1.0
AS14.03,2014-03-17,0.0,0.0,1.0,0.0,0.0,0.0,1.0
AS14.03,2014-03-18,0.0,0.0,1.0,0.0,0.0,0.0,1.0
AS14.03,2014-03-19,0.0,0.0,1.0,0.0,0.0,0.0,1.0
AS14.03,2014-03-20,0.0,0.0,1.0,0.0,0.0,0.0,1.0
AS14.03,2014-03-21,0.0,35.709946,1.0,1.5,9.0,33.29908,1.0
AS14.03,2014-03-22,0.19138831,31.988863,1.0,0.9,7.8,36.71579,1.0
AS14.03,2014-03-23,0.1002467,22.649443,1.0,0.5,8.2,43.14818,1.0
AS14.03,2014-03-24,0.09074022,33.095894,1.0,0.4,7.8,49.984367,1.0
AS14.03,2014-03-25,0.13276829,20.08672,1.0,0.4,7.8,28.29188,1.0
AS14.03,2014-03-26,0.091153204,18.046795,1.0,0.75,8.25,31.634739,1.0
AS14.03,2014-03-27,0.10319576,17.647102,1.0,0.375,7.75,36.804855,1.0
AS14.03,2014-03-28,0.10467929,25.83042,1.0,0.5,8.0,28.764973,1.0
AS14.03,2014-03-29,0.16337734,30.05539,1.0,0.7,8.6,43.48829,1.0
AS14.03,2014-03-30,0.16465071,21.165869,1.0,0.4,8.4,34.987442,0.0
AS14.03,2014-03-31,0.08363359,35.183907,1.0,0.5,7.4,76.408485,1.0
AS14.03,2014-04-01,0.09741434,22.580141,1.0,0.4,7.6,36.429478,1.0
AS14.03,2014-04-02,0.07868814,23.313683,1.0,0.4,7.4,32.34846,0.0
AS14.03,2014-04-03,0.083636455,150.51892,1.0,0.5,7.8,28.55242,0.0
AS14.03,2014-04-04,0.08710656,30.331156,0.0,0.8,7.8,41.966805,1.0
AS14.03,2014-04-05,0.11442794,23.952305,1.0,1.1,7.6,40.554337,0.0
AS14.03,2014-04-06,0.07677201,52.835903,0.0,0.5,6.8,91.34165,0.0
AS14.03,2014-04-07,0.14406393,28.770449,1.0,0.6,7.4,54.14672,1.0
AS14.03,2014-04-08,0.10383089,28.64439,1.0,0.8,7.4,53.284428,1.0
AS14.03,2014-04-09,0.092122234,13.1401825,1.0,0.8,7.8,19.92946,0.0
AS14.03,2014-04-10,0.1080664,44.38267,1.0,0.7,7.4,77.12375,1.0
AS14.03,2014-04-11,0.12018808,32.185562,1.0,0.6,7.6,55.3769,1.0
AS14.03,2014-04-12,0.12703735,416.00424,1.0,0.6666667,7.6666665,56.654953,0.0
AS14.03,2014-04-13,0.07813754,76.30261,1.0,0.6,7.4,106.199356,1.0
AS14.03,2014-04-14,0.09289627,39.388992,0.0,0.4,7.0,52.22774,1.0
AS14.03,2014-04-15,0.119555,23.981485,1.0,0.5,7.6,31.218779,0.0
AS14.03,2014-04-16,0.11476817,27.81721,1.0,0.9,8.0,52.299675,0.0
AS14.03,2014-04-17,0.14085925,20.820913,1.0,0.5,7.25,32.300037,1.0
AS14.03,2014-04-18,0.07387608,51.50435,1.0,0.5,7.5,65.1431,0.0
AS14.03,2014-04-19,0.20822978,17.000534,1.0,0.7,7.8,30.039959,1.0
AS14.03,2014-04-20,0.14685264,16.56517,1.0,0.625,7.5,33.549297,1.0
AS14.03,2014-04-21,0.020845804,86.8214,1.0,0.6,7.4,150.49844,0.0
AS14.03,2014-04-22,0.09285562,27.39831,0.0,0.6,7.6,37.163734,0.0
AS14.03,2014-04-23,0.12038972,21.626822,0.0,0.7,7.0,39.929234,1.0
AS14.03,2014-04-24,0.106001094,27.265167,1.0,0.4,7.4,49.934734,0.0
AS14.03,2014-04-25,0.10616762,56.01515,0.0,0.0,7.5,106.50706,0.0
AS14.03,2014-04-26,0.26914224,32.035255,1.0,0.375,7.5,53.677753,1.0
AS14.03,2014-04-27,0.06555207,80.70536,0.0,-0.2,7.6,66.973885,0.0
AS14.03,2014-04-28,0.08262849,31.948368,1.0,-0.2,7.0,31.450655,0.0
AS14.03,2014-04-29,0.11869585,15.973684,0.0,0.2,7.2,32.192238,0.0
AS14.03,2014-04-30,0.08969224,27.12551,0.0,-0.1,7.0,50.59226,1.0
AS14.03,2014-05-01,0.13638884,38.99299,1.0,0.1,7.2,45.670242,0.0
AS14.03,2014-05-02,0.13437693,31.717663,1.0,0.1,7.6,76.22039,1.0
AS14.03,2014-05-03,0.13891894,27.092983,1.0,0.3,7.75,72.865685,1.0
AS14.03,2014-05-04,0.06616241,38.54171,1.0,-0.2,7.4,64.85509,0.0
AS14.03,2014-05-05,0.10118201,17.936325,1.0,0.0,7.25,27.572119,1.0
AS14.03,2014-05-06,0.08643444,14.081111,1.0,-0.33333334,7.0,18.042404,0.0
AS14.03,2014-05-07,0.094450355,20.720175,0.0,0.16666667,7.6666665,39.903637,0.0
AS14.03,2014-05-08,0.0,50.402275,0.0,1.1,8.0,38.365715,0.0
AS14.05,2014-02-18,0.13349754,726.6705,1.0,0.0,8.0,26.351286,1.0
AS14.05,2014-02-19,0.003125,19.946774,1.0,0.5,7.6666665,73.19017,0.0
AS14.05,2014-02-21,0.0,14.0115,1.0,0.0,0.0,18.866,0.0
AS14.05,2014-02-24,0.0037037036,12.452158,1.0,0.0,0.0,28.4185,0.0
AS14.05,2014-02-25,0.056746032,11.4652,1.0,1.0,7.0,19.115334,0.0
AS14.05,2014-02-27,0.08296407,20.216764,1.0,0.25,6.0,37.851124,0.0
AS14.05,2014-02-28,0.0125,9.976767,1.0,0.6666667,6.6666665,22.174461,0.0
AS14.05,2014-03-01,0.0038194444,15.420978,1.0,0.6,6.8,34.7097,0.0
AS14.05,2014-03-02,0.00069444446,12.210551,1.0,0.4,6.8,23.6092,0.0
AS14.05,2014-03-03,0.0064935065,284.40494,1.0,0.0,7.0,39.9662,0.0
AS14.05,2014-03-04,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AS14.05,2014-03-05,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AS14.05,2014-03-07,0.0,0.0,1.0,0.0,0.0,0.0,1.0
AS14.05,2014-03-08,0.0,0.0,1.0,0.0,0.0,0.0,1.0
AS14.05,2014-03-09,0.0,0.0,1.0,0.0,0.0,0.0,1.0
AS14.05,2014-03-11,0.0,0.0,1.0,0.0,0.0,0.0,1.0
AS14.05,2014-03-12,0.0,0.0,1.0,0.0,0.0,0.0,1.0
AS14.05,2014-03-14,0.0,30.394867,1.0,0.5,8.0,63.89216,1.0
AS14.05,2014-03-15,0.0,44.397934,1.0,0.2,6.2,82.44243,1.0
AS14.05,2014-03-16,0.0,32.931362,1.0,-0.33333334,6.3333335,66.84396,1.0
AS14.05,2014-03-17,0.08337052,19.335615,1.0,0.0,6.0,61.019825,1.0
AS14.05,2014-03-18,0.1131959,32.74002,1.0,0.625,7.5,95.69368,0.0
AS14.05,2014-03-19,0.13369127,30.4159,1.0,0.875,6.75,72.56917,0.0
AS14.05,2014-03-20,0.118456796,41.239727,1.0,0.9,7.2,73.67979,1.0
AS14.05,2014-03-21,0.050197724,17.364119,1.0,0.5,7.25,34.45817,1.0
AS14.05,2014-03-22,0.018560993,22.633951,1.0,-1.5,3.75,36.860817,0.0
AS14.05,2014-03-23,0.0852429,35.314407,1.0,-1.2,4.4,84.93226,1.0
AS14.05,2014-03-24,0.006535872,82.64422,1.0,-1.5,3.75,160.26712,1.0
AS14.05,2014-03-25,0.040966887,53.561085,1.0,-0.33333334,5.3333335,100.243614,1.0
AS14.05,2014-03-26,0.03923651,58.92064,1.0,-0.125,5.5,110.68869,1.0
AS14.05,2014-03-27,0.07717586,51.054497,1.0,-0.2,5.8,117.3284,1.0
AS14.05,2014-03-28,0.045324583,57.10341,1.0,0.3,6.2,73.94277,1.0
AS14.05,2014-03-29,0.10442318,16.3987,1.0,0.3,6.4,29.841892,1.0
AS14.05,2014-03-30,0.07491951,23.878864,1.0,0.0,6.2,54.37217,1.0
AS14.05,2014-03-31,0.055341322,22.699255,1.0,0.3,6.8,20.28954,0.0
AS14.05,2014-04-01,0.07812598,27.660084,1.0,0.5,7.0,53.35948,0.0
AS14.05,2014-04-02,0.073126145,21.9024,1.0,0.4,7.0,42.563835,0.0
AS14.05,2014-04-03,0.052751485,37.442104,1.0,-0.1,7.2,68.544044,0.0
AS14.05,2014-04-04,0.041456524,39.34668,1.0,0.1,7.0,82.3441,0.0
AS14.05,2014-04-05,0.06928846,13.688194,1.0,0.5,7.5,27.656145,1.0
AS14.05,2014-04-06,0.07736264,30.226143,1.0,0.3,6.8,55.420586,0.0
AS14.05,2014-04-07,0.066858694,22.504526,1.0,0.25,6.75,48.099796,0.0
AS14.05,2014-04-08,0.08512478,22.70701,1.0,0.125,6.75,25.699165,0.0
AS14.05,2014-04-09,0.15361895,33.198875,1.0,0.5,7.0,63.770695,0.0
AS14.05,2014-04-10,0.01334712,53.640087,1.0,0.9,7.2,67.38556,0.0
AS14.05,2014-04-11,0.09461525,29.753796,1.0,0.4,7.0,69.1188,1.0
AS14.05,2014-04-12,0.049298856,39.052372,1.0,-0.2,7.0,88.42652,1.0
AS14.05,2014-04-13,0.11412738,25.486685,1.0,0.6666667,7.5,36.72825,0.0
AS14.05,2014-04-14,0.10172345,15.49873,1.0,-0.4,6.4,30.89674,0.0
AS14.05,2014-04-15,0.057296548,42.178516,1.0,0.5,7.0,99.2143,0.0
AS14.05,2014-04-16,0.105649434,14.150577,1.0,0.1,7.2,22.519444,1.0
AS14.05,2014-04-17,0.115038455,25.217094,1.0,0.5,6.6,62.08524,1.0
AS14.05,2014-04-18,0.11516741,34.893017,1.0,0.625,7.5,64.0318,1.0
AS14.05,2014-04-19,0.06088699,22.78343,1.0,0.0,7.2,42.094326,0.0
AS14.05,2014-04-20,0.035382994,32.325966,1.0,-0.1,7.2,82.757935,0.0
AS14.05,2014-04-21,0.10177746,29.597935,1.0,0.2,7.2,81.52977,0.0
AS14.05,2014-04-22,0.06284798,27.576878,1.0,0.6666667,7.2,57.23129,1.0
AS14.05,2014-04-23,0.0809469,34.92847,1.0,0.0,7.2,53.838852,1.0
AS14.05,2014-04-24,0.039371066,33.064335,1.0,0.125,7.2,68.427895,1.0
AS14.05,2014-04-25,0.049052723,27.235134,1.0,-0.1,7.2,48.730034,0.0
AS14.05,2014-04-26,0.20016636,18.357733,1.0,0.1,7.8,35.59419,1.0
AS14.05,2014-04-27,0.018822484,27.526045,1.0,0.2,7.4,38.567596,0.0
AS14.05,2014-04-28,0.010304628,32.434956,1.0,0.2,7.0,61.80949,1.0
AS14.05,2014-04-29,0.0411651,40.79613,1.0,0.6,6.8,51.07128,1.0
AS14.05,2014-04-30,0.06160852,31.686008,1.0,0.2,7.0,50.860725,0.0
AS14.05,2014-05-01,0.025292275,34.626343,1.0,0.4,6.8,61.251266,0.0
AS14.05,2014-05-02,0.0068172403,45.12494,0.0,0.4,7.0,116.67228,1.0
AS14.05,2014-05-03,0.054470852,27.42384,1.0,0.625,6.75,64.05605,1.0
AS14.05,2014-05-04,0.07258034,24.54251,1.0,0.625,7.0,58.203903,0.0
AS14.05,2014-05-05,0.00249066,8.0245,0.0,0.33333334,6.3333335,16.344334,0.0
AS14.06,2014-02-17,0.0,0.0,1.0,0.44444445,7.0,0.0,0.0
AS14.06,2014-02-18,0.03125,77.66433,1.0,0.4,7.2,322.26926,0.0
AS14.06,2014-02-19,0.0,0.0,1.0,0.5,7.0,0.0,0.0
AS14.06,2014-02-20,0.28125,31.253532,1.0,1.0,7.0,156.27966,0.0
AS14.06,2014-02-21,0.0625,38.15606,1.0,1.4444444,7.0,179.90257,1.0
AS14.06,2014-02-22,0.0,33.048,1.0,1.0,7.0,72.019,1.0
AS14.06,2014-02-23,0.013888889,29.299389,1.0,-0.1,6.2,112.93567,1.0
AS14.06,2014-02-24,0.14930555,90.61778,1.0,0.6666667,7.0,625.536,1.0
AS14.06,2014-02-25,0.07,126.62943,1.0,0.7,7.0,482.727,1.0
AS14.06,2014-02-26,0.04,111.7078,1.0,0.71428573,7.0,18.384666,1.0
AS14.06,2014-02-27,0.13636364,46.760857,1.0,0.5,6.0,193.601,1.0
AS14.06,2014-02-28,0.0,59.655,0.0,-0.11111111,6.6,59.667,1.0
AS14.06,2014-03-01,0.0,0.0,1.0,0.33333334,7.0,0.0,1.0
AS14.06,2014-03-04,0.071428575,26.586727,1.0,0.2,6.8,97.5045,1.0
AS14.06,2014-03-05,0.0,0.0,1.0,0.2,7.0,0.0,0.0
AS14.06,2014-03-06,0.0,29.014,1.0,0.875,7.0,86.056,0.0
AS14.06,2014-03-07,0.3436853,43.82893,1.0,0.0,0.0,236.93372,1.0
AS14.06,2014-03-10,0.0,0.0,1.0,0.3,7.0,0.0,0.0
AS14.06,2014-03-12,0.0,0.0,1.0,0.75,7.0,0.0,0.0
AS14.06,2014-03-13,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AS14.06,2014-03-15,0.0,0.0,1.0,0.0,0.0,0.0,1.0
AS14.06,2014-03-16,0.0,0.0,1.0,0.0,0.0,0.0,1.0
AS14.06,2014-03-17,0.0,0.0,1.0,0.0,0.0,0.0,1.0
AS14.06,2014-03-18,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AS14.06,2014-03-20,0.0,0.0,1.0,0.0,0.0,0.0,1.0
AS14.06,2014-03-21,0.0,0.0,1.0,0.0,0.0,0.0,1.0
